,class
27853,neg
29703,neg
30964,neg
22115,neg
18256,neg
22018,neg
1186,neg
6410,neg
12009,neg
18450,neg
28544,neg
28539,neg
30611,neg
35116,neg
22315,neg
8101,neg
19715,neg
877,neg
2054,neg
13827,neg
4155,neg
3102,neg
2413,neg
20533,neg
21981,neg
25593,neg
12965,neg
26076,neg
12510,neg
18526,neg
19675,neg
20129,neg
2615,neg
24936,neg
31189,neg
30168,neg
30566,neg
24636,neg
22411,neg
35273,neg
29604,neg
6241,neg
12677,neg
201,pos
17899,neg
30174,neg
7824,neg
8025,neg
29072,neg
28162,neg
1747,neg
1777,neg
18466,neg
12597,neg
26869,neg
23777,neg
23731,neg
31181,neg
9387,neg
24362,neg
2673,neg
33813,neg
21506,neg
14365,pos
7635,neg
488,neg
22542,neg
30929,neg
15166,neg
33588,neg
972,neg
28311,neg
7260,neg
6065,neg
18165,neg
13616,neg
8976,neg
14842,neg
27279,neg
32674,neg
27212,neg
13566,neg
27462,neg
24217,neg
4356,neg
5981,neg
16287,neg
1106,neg
29300,neg
12333,neg
13523,neg
16370,neg
552,neg
22536,neg
29229,neg
26943,neg
13545,neg
28499,neg
23497,neg
6877,neg
11449,neg
7331,neg
18454,neg
25454,neg
11556,pos
3366,neg
14593,neg
3137,neg
25401,neg
8553,neg
22995,neg
27059,neg
25798,neg
21762,neg
4328,neg
31417,neg
33642,neg
10272,neg
9541,neg
17180,neg
16639,neg
15823,neg
16635,neg
20149,neg
28480,neg
1502,neg
29572,neg
2679,neg
16129,neg
8658,neg
29290,neg
12770,neg
20293,neg
25110,neg
28246,neg
25462,neg
4361,neg
15501,neg
20249,neg
193,pos
33031,neg
34728,neg
21255,neg
27702,neg
17032,neg
19491,neg
31056,neg
13148,neg
11689,neg
2638,neg
27342,neg
32514,neg
34713,neg
15134,neg
21462,neg
1396,neg
7354,neg
24713,neg
34471,neg
9369,neg
10492,neg
16413,neg
35231,neg
30198,neg
7936,neg
1672,neg
30810,neg
5285,neg
11629,neg
8732,neg
28322,neg
18482,neg
35221,neg
22392,neg
11794,neg
21950,neg
6628,neg
522,neg
28714,neg
32434,neg
26672,neg
14888,neg
6509,neg
27863,neg
33828,neg
33985,neg
4642,neg
1454,neg
29331,neg
19000,neg
15344,neg
11899,neg
20900,neg
30892,neg
31643,neg
24497,neg
35304,neg
6539,pos
6599,neg
5731,neg
12635,neg
18745,neg
24347,neg
14250,neg
26903,neg
271,pos
22298,neg
31169,neg
26852,neg
4535,neg
3640,neg
3974,neg
34386,neg
629,neg
21339,neg
3564,neg
26598,neg
23229,neg
17811,neg
32182,neg
24828,neg
27501,neg
25463,neg
16338,neg
31513,neg
10023,neg
2254,neg
8098,neg
27493,neg
20873,neg
29553,neg
36118,neg
787,neg
32442,neg
4015,neg
28892,neg
8104,neg
20355,neg
5553,neg
19820,neg
34731,neg
26463,neg
13425,neg
6183,neg
565,neg
35543,neg
13625,neg
17078,neg
13988,neg
29708,neg
29792,neg
17592,neg
17615,neg
21661,neg
7504,neg
18824,neg
15604,neg
8124,neg
10135,neg
35146,neg
9270,neg
30314,neg
20411,pos
10679,neg
2459,neg
19307,neg
26620,neg
27805,neg
10333,neg
32279,neg
9553,neg
14218,neg
28288,neg
29783,neg
16172,neg
34958,neg
9845,neg
34380,neg
32209,neg
35534,neg
31474,neg
12788,neg
27833,neg
33403,neg
5348,neg
3151,neg
4339,neg
5374,neg
27079,neg
33598,neg
23396,neg
12335,neg
21045,neg
10924,neg
14716,neg
5300,neg
22405,neg
2491,neg
31380,neg
24398,neg
149,pos
4212,neg
11593,neg
36077,neg
19170,neg
20195,neg
25788,neg
10604,neg
22598,neg
15430,neg
4426,neg
4696,neg
10191,neg
30321,neg
14536,neg
11095,pos
14782,neg
11587,neg
21472,neg
4010,neg
9945,neg
19534,neg
3949,neg
21238,neg
10493,neg
19093,neg
36072,neg
2657,neg
33765,neg
35023,neg
19860,neg
20026,neg
21236,neg
23814,neg
30509,neg
32756,neg
17906,neg
25932,neg
27357,neg
10915,neg
2949,neg
4784,neg
4107,neg
8306,neg
22549,neg
21975,neg
24807,neg
12972,neg
33381,neg
23968,neg
22394,neg
24409,neg
2397,neg
14702,pos
11951,neg
31781,neg
12171,neg
2462,neg
33927,neg
22640,neg
34221,neg
23953,neg
32659,neg
6275,neg
6413,neg
20877,neg
34200,neg
1714,neg
17987,neg
26386,neg
11106,neg
12086,neg
360,pos
34446,neg
25597,neg
30253,neg
15866,neg
30231,neg
5502,neg
25581,neg
15559,neg
17514,neg
23425,neg
13824,neg
34577,neg
9350,neg
34412,neg
9147,neg
30122,neg
10829,neg
28891,neg
17854,neg
31458,neg
19403,neg
4744,neg
11823,neg
33844,neg
2447,neg
13702,neg
19719,neg
424,pos
2876,neg
3385,neg
29384,neg
34439,neg
16173,neg
13556,neg
13757,neg
30312,neg
4377,neg
27459,neg
16899,neg
25800,neg
27910,neg
2781,neg
34809,neg
8226,neg
24716,neg
19945,neg
29901,neg
19707,neg
14730,neg
14972,neg
1900,pos
25231,neg
30171,neg
23281,neg
10954,neg
29194,neg
1002,neg
7192,neg
16185,neg
9396,neg
36046,neg
11946,neg
30568,neg
26832,neg
6337,neg
30867,neg
15590,neg
18285,neg
23205,neg
6118,neg
21089,neg
18093,neg
35652,neg
13611,neg
18231,neg
28538,neg
30993,neg
15061,neg
28451,neg
27926,neg
30666,neg
21309,neg
6012,pos
30546,neg
24979,neg
22626,neg
25230,neg
34821,neg
9469,neg
28555,neg
19326,neg
26551,neg
28948,neg
14366,neg
4938,neg
28644,neg
20788,neg
15646,neg
13613,neg
35912,neg
26096,neg
5337,neg
21648,neg
8522,neg
4904,neg
32881,neg
12238,neg
3635,neg
23959,neg
20970,neg
31670,neg
5999,neg
32896,neg
5602,neg
15988,neg
678,neg
12754,neg
32951,neg
8798,neg
19180,neg
25120,neg
21511,neg
9039,neg
10240,neg
12697,neg
34309,neg
12714,neg
22071,neg
11651,neg
11476,neg
12767,neg
8303,neg
5809,neg
24202,neg
4237,neg
19331,neg
30213,neg
6151,neg
11152,neg
3591,neg
35822,neg
17087,neg
17787,neg
2213,neg
9348,neg
29142,neg
30212,neg
9947,neg
20989,neg
12977,neg
23933,neg
10006,neg
34886,neg
13052,neg
6283,neg
29944,neg
8768,neg
1000,neg
16900,neg
4330,neg
2786,neg
8692,neg
14614,neg
27256,neg
18710,neg
15852,neg
30760,neg
27043,neg
1652,neg
20842,neg
9234,neg
11764,pos
6540,neg
30752,neg
7580,neg
2941,neg
26742,neg
5851,neg
18979,neg
16262,neg
26815,neg
31748,neg
23815,neg
13768,neg
16229,neg
5542,neg
15510,neg
16934,neg
15326,neg
1105,neg
20123,neg
29347,neg
21122,neg
25809,neg
20773,neg
14754,neg
2330,neg
12153,neg
1380,neg
23204,neg
9505,neg
11122,neg
30781,neg
34683,neg
33514,neg
28408,neg
31615,neg
5519,neg
15936,neg
30241,neg
21634,neg
28670,neg
19581,neg
24617,neg
1508,neg
32343,neg
7450,neg
5785,neg
17763,neg
2878,neg
19208,neg
27964,neg
21851,neg
34517,neg
10710,neg
32379,neg
19048,neg
7749,neg
13870,neg
20667,neg
11868,neg
6988,neg
573,pos
296,pos
13029,pos
22417,neg
32080,neg
23195,neg
24077,neg
16380,neg
1347,neg
870,neg
27605,neg
9712,neg
23164,neg
21280,neg
20646,neg
14447,neg
1562,neg
1877,neg
11138,neg
20119,neg
24373,neg
4172,neg
18903,neg
15479,neg
8759,neg
30056,neg
18183,neg
22156,neg
28827,neg
595,neg
30977,neg
34519,neg
17836,neg
6370,neg
26298,neg
222,pos
10345,neg
12488,neg
508,neg
11812,pos
9289,neg
23882,neg
3890,neg
14700,neg
14540,neg
30324,neg
6000,neg
35555,neg
2652,neg
16717,neg
17795,neg
32028,neg
31968,neg
7796,neg
34996,neg
3948,neg
7092,neg
25526,neg
20190,neg
17334,neg
32076,neg
19797,neg
23417,neg
28844,neg
10546,neg
10111,neg
23298,neg
12403,neg
2744,neg
25694,neg
20818,neg
7198,neg
18998,neg
10112,neg
12381,neg
22058,neg
2549,neg
11276,neg
2267,neg
6478,neg
3030,neg
18002,neg
13773,neg
10675,neg
9390,neg
26462,neg
29350,neg
23375,neg
19544,neg
20813,neg
20222,neg
35521,neg
11514,neg
26021,neg
16677,neg
13912,neg
23383,neg
21534,neg
11064,neg
7180,neg
30479,neg
9967,neg
5125,neg
4808,neg
28433,neg
23716,neg
33667,neg
3125,neg
932,neg
7210,neg
1563,neg
978,neg
4498,neg
13669,neg
5626,neg
6737,neg
5675,neg
29781,neg
7130,neg
26469,neg
34453,neg
13767,neg
34542,neg
27038,neg
34319,neg
25045,neg
20517,neg
22275,neg
17450,neg
18950,neg
20596,neg
32686,neg
34132,neg
24206,neg
21040,neg
33184,neg
35601,neg
17928,neg
31675,neg
28256,neg
28558,neg
32624,neg
4318,neg
11163,neg
6648,neg
17648,neg
3869,neg
8325,neg
33253,neg
32602,pos
6362,neg
28579,neg
22763,neg
32472,neg
5197,neg
10411,neg
1300,neg
8080,neg
10602,neg
12680,neg
5645,neg
30017,neg
28287,neg
23978,neg
28428,neg
14048,neg
33486,neg
2013,neg
5827,neg
26320,neg
10121,neg
28332,neg
11050,neg
15217,neg
11930,neg
24248,neg
616,neg
27522,neg
411,pos
30909,neg
11588,neg
33235,neg
16738,neg
33249,neg
23236,neg
13305,neg
12647,neg
15597,neg
27499,neg
16491,neg
19295,neg
16570,neg
1032,neg
24985,neg
6106,neg
21062,neg
28302,neg
24192,neg
27419,neg
689,neg
2366,neg
23733,neg
9724,neg
34378,neg
28387,neg
24767,neg
19776,neg
23739,neg
18446,neg
4503,neg
34170,neg
30412,neg
5876,neg
3867,neg
27667,neg
32816,neg
18134,neg
18441,neg
8216,neg
23455,neg
9355,neg
34134,neg
31945,neg
14484,neg
8542,neg
1286,neg
33110,neg
29070,neg
6764,neg
26436,neg
16872,neg
9759,neg
472,neg
23188,neg
12234,neg
34103,neg
20392,neg
10689,neg
5967,neg
13660,neg
24476,neg
12163,neg
23363,neg
32059,neg
17389,neg
31987,neg
9736,neg
23748,neg
5899,neg
5179,neg
2180,neg
30999,neg
27643,neg
24087,neg
2995,neg
15209,neg
33380,neg
31813,neg
19728,neg
17024,neg
30599,neg
5204,neg
5963,neg
231,pos
20460,neg
17099,neg
9096,neg
5493,neg
23612,neg
26541,neg
1109,neg
33715,neg
27196,neg
12665,neg
27829,neg
5290,neg
2539,neg
35253,neg
5676,neg
15374,neg
27559,neg
799,neg
8147,neg
11676,neg
1436,neg
21755,neg
16198,neg
14997,neg
9777,neg
12441,neg
16673,neg
31640,neg
6430,neg
15765,neg
28450,neg
31816,neg
12659,neg
17783,neg
21279,neg
13409,neg
8019,neg
29642,neg
12944,neg
7115,neg
5361,neg
18968,neg
2186,neg
21160,neg
8913,neg
20170,neg
33299,neg
30593,neg
31530,neg
21027,neg
27234,neg
28151,neg
23515,neg
15575,neg
5882,neg
23614,neg
35082,neg
23063,neg
29688,neg
12733,neg
7963,neg
20712,neg
29493,neg
35429,neg
34487,neg
5122,neg
3280,neg
8156,neg
19080,neg
28113,neg
18494,neg
11046,neg
5594,neg
29063,neg
8345,neg
33992,neg
27668,neg
21221,neg
26378,neg
28502,neg
22665,neg
3851,neg
7714,neg
26750,neg
14884,neg
25054,neg
15332,neg
17726,neg
25603,neg
19355,neg
21091,neg
33652,neg
33279,neg
11864,neg
11655,neg
3123,neg
20176,neg
4632,neg
19981,neg
2402,neg
26328,neg
6981,neg
1093,neg
6506,neg
14515,neg
17766,neg
16290,neg
18100,neg
12827,neg
392,pos
14419,neg
6147,neg
9662,neg
15876,neg
22359,neg
15016,neg
22532,neg
12434,neg
8359,neg
29556,neg
26864,neg
31285,neg
9454,neg
8691,neg
20288,neg
20879,neg
2523,neg
21997,neg
34938,neg
27240,neg
29842,neg
502,neg
24102,neg
33613,neg
29958,neg
22484,neg
21172,neg
21167,neg
13782,neg
19069,neg
5612,neg
4165,neg
19677,neg
2900,neg
19522,neg
28149,neg
7267,neg
21537,neg
11558,neg
35239,neg
33479,neg
2535,neg
1295,neg
10728,pos
26700,neg
28222,neg
32748,neg
30263,neg
32730,neg
3193,neg
26181,neg
12752,neg
31429,neg
7343,neg
13668,neg
4683,neg
22344,neg
31782,neg
17828,neg
33162,neg
21889,neg
3000,neg
30567,pos
35381,neg
9742,neg
7615,neg
25937,neg
18617,neg
3856,neg
27929,neg
3493,neg
26033,neg
16406,neg
18362,neg
23461,neg
29538,neg
32317,neg
12534,neg
11423,neg
3420,neg
9124,neg
32672,neg
24425,neg
32508,neg
28079,neg
25070,neg
1459,neg
26242,neg
27132,neg
32458,neg
26535,neg
12081,neg
22476,neg
4259,neg
11522,neg
23043,neg
12683,neg
727,neg
27455,neg
33786,neg
35053,neg
21512,neg
28129,neg
27895,neg
8744,neg
6302,neg
5379,neg
1979,neg
9836,neg
13792,neg
23957,neg
9888,neg
16125,neg
4954,neg
216,pos
7607,neg
18623,neg
21892,neg
24307,neg
6001,neg
8787,neg
20310,neg
6117,neg
18033,neg
31729,neg
18304,pos
12129,neg
10681,neg
624,neg
19304,neg
27015,neg
26540,neg
13831,neg
7356,neg
28599,neg
27261,neg
2680,neg
33562,neg
24881,neg
4885,neg
25860,neg
2613,neg
1732,neg
4284,neg
27952,neg
22695,neg
13143,neg
17063,neg
35953,neg
29715,neg
14745,neg
27734,neg
1163,neg
15764,neg
21433,neg
19494,neg
11934,neg
17721,neg
9134,neg
12734,neg
18089,neg
638,neg
27494,neg
35144,neg
8180,neg
30458,neg
3203,neg
19948,neg
396,pos
23371,neg
868,neg
1926,neg
19664,neg
11188,pos
8815,neg
17167,neg
35384,neg
31068,neg
1135,neg
16843,neg
31116,neg
23286,neg
14748,neg
21966,neg
24706,neg
25838,neg
28130,neg
34894,neg
11766,neg
1065,neg
2360,neg
5068,neg
17996,neg
32855,neg
5054,neg
5695,neg
13024,neg
8530,neg
8045,neg
10487,neg
32817,neg
28678,neg
17915,neg
18259,neg
33108,neg
34174,neg
4110,neg
13006,neg
26723,neg
10306,neg
6707,neg
29980,neg
12104,neg
8091,neg
23535,neg
16640,neg
21973,neg
7031,neg
18718,neg
5907,neg
19584,neg
22362,neg
8977,neg
29929,neg
12266,neg
18747,pos
33306,neg
7530,neg
8954,neg
23842,neg
22230,neg
30570,neg
28914,neg
30449,neg
14080,neg
14901,neg
17878,neg
28166,neg
13467,neg
32083,neg
11447,neg
34586,neg
27635,neg
6651,neg
5692,neg
5186,neg
32563,neg
24426,neg
1224,neg
24277,neg
30766,neg
18,pos
1785,neg
21197,neg
35515,neg
14944,neg
29508,neg
8176,neg
34045,neg
16308,neg
19804,neg
18127,neg
12014,neg
23133,neg
18820,neg
628,neg
32152,neg
27899,neg
17512,neg
17138,neg
27067,neg
2501,neg
27574,neg
30773,neg
28146,neg
4684,neg
9304,neg
2659,neg
35125,neg
25539,neg
35861,neg
14633,neg
9385,neg
12646,neg
15517,neg
16573,neg
21629,neg
13176,neg
25654,neg
6834,neg
28448,neg
13671,neg
20381,neg
31521,neg
31065,neg
31446,neg
4750,neg
22774,neg
12851,neg
27355,neg
28163,neg
29077,neg
2749,neg
4520,neg
31694,neg
29989,neg
27245,neg
4688,neg
8134,neg
11798,neg
16161,neg
20400,neg
21665,neg
16411,neg
2684,neg
19823,neg
7876,neg
27614,neg
3978,neg
18153,neg
11718,neg
8289,neg
20401,neg
19339,neg
2409,neg
34123,neg
20023,neg
27277,neg
7079,neg
33421,neg
33823,neg
30916,neg
12962,neg
1335,neg
781,neg
14468,neg
3514,neg
5571,neg
28260,neg
29088,neg
2716,neg
25466,neg
17188,neg
32580,neg
8469,neg
35963,neg
16014,neg
32261,neg
31158,neg
5142,neg
19517,neg
3569,neg
32239,neg
13286,neg
6740,neg
22023,neg
26155,neg
1817,neg
19901,neg
28155,neg
33868,neg
6135,neg
16647,neg
240,pos
35489,neg
35075,neg
19179,neg
1999,neg
8892,neg
3930,neg
15652,neg
10067,neg
6537,neg
16553,neg
35707,neg
13921,neg
11270,neg
22969,neg
18828,neg
32183,neg
15450,neg
12196,neg
20304,neg
12363,neg
30826,neg
13801,neg
16319,neg
25547,neg
11615,neg
19861,neg
29257,neg
34115,neg
24794,neg
26111,neg
140,pos
7585,neg
28949,neg
101,pos
28293,neg
26777,neg
4011,neg
34622,neg
27024,neg
12213,neg
35989,neg
24538,neg
13099,neg
34684,neg
20191,neg
26478,neg
28350,neg
11271,pos
19957,neg
5440,neg
28622,neg
30150,neg
13433,neg
16170,neg
28694,neg
20454,neg
31146,neg
23841,neg
13965,neg
12058,neg
22552,neg
25236,neg
21336,neg
5705,neg
1021,neg
24451,neg
229,pos
16895,neg
24341,neg
32758,neg
3427,neg
29373,neg
10119,neg
22450,neg
2457,neg
19920,neg
6658,neg
29201,neg
21305,neg
24006,neg
9868,neg
17707,neg
10780,neg
2271,neg
25644,neg
14172,neg
22047,neg
910,neg
25196,neg
24145,neg
22517,neg
25415,neg
5154,neg
23237,neg
6060,neg
600,neg
26945,neg
17541,neg
31195,neg
33756,neg
16901,neg
19669,neg
20022,neg
36053,neg
11730,neg
24603,neg
30928,neg
29445,neg
32263,neg
8089,pos
17390,neg
20042,neg
6702,neg
12926,neg
30175,neg
27424,neg
3214,neg
34867,neg
20735,neg
2256,neg
34839,neg
7398,neg
9854,neg
9504,neg
20242,neg
3866,neg
4708,neg
1572,neg
20159,neg
17524,neg
31636,neg
31580,neg
6432,neg
9117,neg
10044,neg
1886,neg
28110,neg
32702,neg
9956,neg
5445,neg
7328,neg
15486,neg
13795,neg
19626,neg
11262,neg
14101,neg
5426,neg
12702,neg
8549,neg
19996,neg
1547,neg
30545,neg
10010,neg
204,pos
6612,neg
33006,neg
32618,neg
7136,neg
19314,neg
13486,neg
18778,neg
24253,neg
13175,pos
28348,neg
13452,neg
25362,neg
32586,neg
21653,neg
19642,neg
10050,neg
16598,neg
1342,neg
21584,neg
34311,neg
23218,neg
10566,neg
24150,neg
14237,neg
32393,neg
2910,neg
24351,neg
1764,neg
6107,neg
8599,neg
32315,neg
20431,neg
3344,neg
35959,neg
14320,neg
8934,neg
34769,neg
474,neg
5830,neg
18481,neg
17620,neg
21163,neg
5996,neg
24361,neg
2980,neg
23977,neg
31768,neg
25704,neg
35531,neg
1071,neg
9275,neg
5280,neg
15703,neg
11708,neg
18895,neg
17823,neg
35795,neg
3177,neg
4359,neg
8425,neg
8206,neg
24738,neg
93,pos
35452,neg
34056,neg
22947,neg
24169,neg
22356,neg
17436,neg
9532,neg
7358,neg
25288,neg
8905,neg
13460,neg
19400,neg
34513,neg
32981,neg
3488,neg
22902,neg
22993,neg
28838,neg
22594,neg
19461,neg
20950,neg
16612,neg
19238,neg
21192,neg
21646,neg
21405,neg
12516,neg
31190,neg
30008,neg
35405,neg
7940,neg
15441,neg
8185,neg
9022,neg
35462,pos
23892,neg
12139,neg
34591,neg
9211,neg
13380,neg
14883,neg
8097,neg
5810,neg
6225,neg
16381,neg
23869,neg
32058,neg
4662,neg
1669,neg
9773,neg
19220,neg
11783,neg
675,neg
26182,neg
25696,neg
9400,neg
22190,neg
34627,neg
18834,neg
23296,neg
32694,neg
4932,pos
17542,neg
27503,neg
8154,neg
23638,neg
27815,neg
30080,neg
20025,neg
3753,neg
29299,neg
12551,neg
5072,neg
18403,neg
21266,neg
7336,neg
21316,neg
15942,neg
8408,neg
35060,neg
10090,pos
18641,neg
4256,neg
19851,neg
20516,neg
27273,neg
34437,neg
16280,neg
4002,neg
545,neg
27930,neg
7879,neg
4988,neg
28486,neg
6656,neg
3350,neg
6034,neg
35731,neg
15228,neg
21921,neg
4393,neg
30764,neg
11443,neg
32132,neg
19724,neg
11849,neg
27199,neg
25295,neg
4706,neg
26914,neg
6043,neg
3858,neg
34191,neg
32178,neg
34339,neg
26326,neg
16098,neg
25893,neg
23966,neg
17485,neg
6815,neg
9187,neg
16327,neg
34262,neg
15800,neg
1097,neg
22652,neg
33605,neg
9062,neg
31038,neg
14744,pos
9748,neg
32762,pos
18970,pos
33977,neg
19467,neg
18407,neg
13353,neg
8705,neg
19974,neg
24229,neg
1115,neg
16082,neg
370,pos
35326,neg
5541,neg
29032,neg
24,pos
7614,neg
29979,neg
20250,neg
34990,neg
31294,neg
11822,neg
29507,neg
26073,neg
20324,neg
18193,neg
10969,neg
5908,neg
23654,neg
19045,neg
21821,neg
6931,neg
25795,neg
20002,neg
23342,neg
20385,neg
3147,neg
4710,neg
25261,neg
8800,neg
35687,neg
17351,neg
32292,neg
23635,neg
35436,neg
27758,neg
24427,neg
22948,neg
20897,neg
31914,neg
9817,neg
34665,neg
21990,neg
16928,neg
18358,neg
15304,neg
2591,neg
32407,neg
6777,neg
25681,neg
7183,neg
30488,neg
14690,neg
24775,neg
21828,neg
4637,pos
4,pos
12948,neg
417,pos
33803,neg
32306,neg
8274,neg
18867,neg
6315,neg
7474,neg
954,neg
19876,neg
12791,neg
11066,neg
5056,neg
26748,neg
8527,neg
14091,neg
3518,neg
24559,neg
30982,neg
13339,neg
19436,neg
9918,neg
35474,neg
17229,neg
14144,neg
17349,neg
25048,neg
18471,neg
8613,neg
33023,neg
24988,neg
29340,neg
11127,neg
855,neg
21912,neg
31693,neg
35587,neg
4663,neg
13786,neg
6721,neg
35918,neg
2663,neg
29819,neg
7595,neg
3928,neg
25756,neg
32471,neg
26186,neg
34911,neg
23271,neg
6148,neg
10065,neg
395,pos
14543,neg
27457,neg
15320,neg
5127,neg
13810,neg
28016,neg
4149,neg
11394,neg
17036,neg
29816,neg
10727,neg
32980,neg
5278,neg
6943,neg
29441,neg
5007,neg
21292,neg
11224,neg
16086,neg
34682,neg
33773,neg
35043,neg
10848,neg
27211,neg
22462,pos
3142,neg
28010,neg
13609,neg
19376,neg
4268,neg
31491,neg
2076,neg
1181,neg
2882,neg
33377,neg
34417,neg
21559,neg
35488,neg
27746,neg
471,neg
23806,neg
13151,neg
7112,neg
17584,neg
1262,neg
409,pos
24325,neg
1467,neg
7055,neg
35736,neg
24292,pos
11120,neg
803,neg
2614,neg
26446,neg
27684,neg
7584,neg
11263,neg
16824,neg
19833,neg
21899,neg
8397,neg
6687,neg
16745,neg
28882,neg
31042,pos
14646,neg
5744,neg
24885,neg
14703,neg
33065,neg
11924,neg
32063,neg
35592,neg
8250,neg
24690,neg
35974,neg
55,pos
7691,neg
26489,neg
18954,neg
24064,neg
34343,neg
18543,neg
25046,neg
1098,neg
3233,neg
3295,neg
4546,neg
32884,neg
22670,neg
18008,neg
10610,neg
12149,neg
28871,neg
4986,neg
10099,neg
281,pos
29115,neg
3170,pos
28249,neg
1759,neg
21108,neg
17117,neg
454,neg
33335,neg
2554,neg
34135,neg
9097,neg
21119,neg
25567,neg
3623,neg
1647,neg
30842,neg
17133,neg
3406,neg
22583,neg
19842,neg
33230,neg
29714,neg
2052,neg
24375,neg
5725,neg
21070,neg
31784,neg
7937,neg
12620,neg
6448,neg
19886,neg
31160,neg
15440,neg
6377,neg
5189,neg
26217,neg
18920,neg
21043,neg
14220,neg
14448,neg
18951,neg
11450,neg
33710,neg
28030,neg
913,neg
12017,neg
1381,pos
32371,neg
3827,neg
14215,neg
13864,neg
4515,neg
33182,neg
21156,neg
24947,neg
23997,neg
6891,neg
1656,neg
29575,neg
9615,neg
5990,neg
8468,neg
789,neg
23381,neg
8654,neg
24750,neg
10816,neg
22782,neg
31700,neg
35400,neg
15911,neg
1824,neg
6640,neg
28519,neg
29319,neg
20837,neg
1621,neg
23390,neg
33978,neg
14093,neg
9649,neg
10289,neg
22425,neg
13959,neg
860,neg
32067,neg
18589,neg
16140,neg
3083,neg
7836,neg
29581,neg
13446,neg
12327,neg
22717,neg
25461,neg
17316,neg
13665,neg
33853,neg
12833,neg
28257,neg
25210,neg
21702,neg
5713,neg
19941,neg
6803,neg
30507,neg
33383,pos
6025,neg
9094,neg
17454,neg
14886,neg
20530,neg
23755,neg
4193,neg
979,neg
30742,neg
22733,neg
9127,neg
15962,neg
26981,neg
16871,neg
24345,neg
24753,neg
31644,neg
13327,neg
14299,neg
31156,neg
24945,neg
10499,pos
5839,neg
20264,neg
12901,neg
16802,neg
10464,neg
12956,neg
19789,neg
33261,neg
8212,neg
14058,neg
26989,neg
24525,neg
6268,neg
29726,neg
13089,neg
3872,neg
22316,neg
11364,neg
34939,neg
8603,neg
18678,neg
3551,neg
9233,neg
23798,neg
2693,neg
15881,neg
20433,neg
24861,neg
5200,neg
736,neg
22697,pos
22773,neg
13103,neg
29759,neg
35840,neg
16013,neg
18549,neg
12637,neg
18236,neg
10079,neg
13844,neg
35990,neg
8214,neg
6576,neg
637,neg
19101,neg
29293,neg
6672,neg
29060,neg
5024,neg
8184,neg
6256,neg
25993,neg
20106,neg
35951,neg
25706,neg
11071,neg
7742,neg
34287,neg
34874,neg
17489,neg
28337,neg
1770,neg
19380,neg
33096,neg
13841,neg
16195,neg
32056,neg
11904,neg
8018,neg
28074,neg
19620,neg
26473,neg
15499,neg
4856,neg
18197,neg
19847,neg
28508,neg
29651,neg
14269,neg
30939,neg
25614,neg
11796,neg
28902,neg
31691,neg
27585,neg
18266,neg
25066,neg
16224,neg
24200,neg
14520,neg
36138,neg
23010,neg
4989,neg
4072,neg
25731,neg
19512,neg
15001,neg
5861,neg
28620,neg
23787,neg
29696,neg
8580,neg
3977,neg
8479,neg
4405,neg
16905,neg
21768,neg
4797,neg
32890,neg
21041,neg
10432,neg
9259,neg
9713,neg
29020,neg
19848,neg
2714,neg
25441,neg
18552,neg
30242,neg
7911,neg
16259,neg
16201,neg
28570,neg
16400,neg
5458,neg
16890,neg
28426,neg
16656,neg
27617,neg
7895,neg
4625,neg
7247,neg
32336,neg
13618,neg
1138,neg
12690,neg
133,pos
6603,neg
31951,neg
18880,neg
11592,neg
23398,neg
6464,neg
30922,neg
34817,neg
28808,neg
30142,neg
31900,neg
21057,neg
23134,neg
24742,neg
31810,neg
16858,neg
4985,neg
19186,neg
25090,neg
29952,neg
30841,neg
22360,neg
33025,neg
20193,neg
24616,neg
30159,neg
32760,neg
15425,neg
9247,neg
7547,neg
10334,neg
24805,neg
19810,neg
12952,neg
4016,neg
19723,neg
11336,neg
35943,neg
18855,neg
14295,neg
7242,neg
2395,neg
33963,neg
35135,neg
19790,neg
647,neg
22478,neg
17762,neg
4413,neg
16578,neg
29911,neg
13007,neg
465,neg
32635,neg
33801,neg
24759,neg
31536,neg
18594,neg
1303,neg
14545,neg
22769,pos
33677,neg
7942,neg
22292,neg
23448,neg
29874,neg
30235,neg
7725,neg
22556,neg
4428,neg
13475,neg
18359,neg
338,pos
22816,neg
2972,neg
9383,neg
23029,neg
12844,neg
29826,neg
29110,neg
23388,neg
27236,neg
23351,neg
27005,neg
35044,neg
13761,neg
11191,neg
32561,neg
29131,neg
29031,neg
7710,neg
31113,neg
4799,neg
10779,neg
35900,neg
13308,neg
10473,neg
21953,neg
30353,neg
21367,neg
25160,neg
13355,neg
14859,neg
10459,neg
3542,neg
372,pos
12448,neg
10526,neg
440,pos
14556,neg
11306,neg
11439,neg
26654,neg
13268,neg
35873,neg
34982,neg
28091,neg
25787,neg
30341,neg
36055,neg
19142,pos
25985,neg
21877,neg
3604,neg
28228,neg
12783,neg
7211,neg
30395,neg
25360,neg
23672,neg
26745,neg
12738,neg
16103,neg
10275,neg
252,pos
16260,neg
22001,neg
8617,neg
12119,neg
27007,neg
9315,neg
34500,neg
25232,neg
7006,pos
35138,neg
7480,neg
33713,neg
24305,neg
19216,neg
19256,neg
3661,neg
7482,neg
15858,neg
8776,neg
19375,neg
10879,neg
3923,neg
13281,neg
16490,neg
34979,neg
29341,neg
12725,neg
2148,neg
30890,neg
30497,neg
7483,neg
30048,neg
15244,neg
